Medusa2012 File
Sputtering Run: KP0182A
Description: KP0182A
Date Started: 2019-02-20 9:34:00 AM
Protocol File: C:\Users\McCalla Lab\Desktop\Data-combi\MedusaData\Protocols\3 Cycle then Storage (3.5 cycles) LCO.pro

Resistances (Ohm),,,,,,99.90577599,99.81228974,99.96799737,99.94040398,99.74666204,99.8581932,99.77699138,99.83715432,99.81357092,99.81762452,99.72867415,99.8198487,99.72866298,99.80557173,99.77544129,99.86824637,99.87068696,99.801485,99.87767235,99.81017692,99.88521119,99.79586158,99.89602228,99.82648328,99.82865794,99.75201657,99.91385934,99.77606513,99.79554465,99.73115048,99.83418636,99.84590655,99.75689064,99.81789229,99.7878963,99.80321758,99.923787,99.87550514,99.92967633,100.0630088,99.78523152,99.79934684,99.86422817,99.91586195,99.80969274,99.83455172,99.86858381,99.81835412,99.8003312,99.78327214,99.84727786,99.78748736,99.80812889,99.83565413,99.84023695,99.95594759,99.78880654,99.83567685,99.82965643,99.81412846,99.78926538,99.81807963,99.85656604,99.97122752
Cycle,Time(h),VSet (V),V1 (V),V2 (V),Vavg (V),Ch.1-I (uA),Ch.2-I (uA),Ch.3-I (uA),Ch.4-I (uA),Ch.5-I (uA),Ch.6-I (uA),Ch.7-I (uA),Ch.8-I (uA),Ch.9-I (uA),Ch.10-I (uA),Ch.11-I (uA),Ch.12-I (uA),Ch.13-I (uA),Ch.14-I (uA),Ch.15-I (uA),Ch.16-I (uA),Ch.17-I (uA),Ch.18-I (uA),Ch.19-I (uA),Ch.20-I (uA),Ch.21-I (uA),Ch.22-I (uA),Ch.23-I (uA),Ch.24-I (uA),Ch.25-I (uA),Ch.26-I (uA),Ch.27-I (uA),Ch.28-I (uA),Ch.29-I (uA),Ch.30-I (uA),Ch.31-I (uA),Ch.32-I (uA),Ch.33-I (uA),Ch.34-I (uA),Ch.35-I (uA),Ch.36-I (uA),Ch.37-I (uA),Ch.38-I (uA),Ch.39-I (uA),Ch.40-I (uA),Ch.41-I (uA),Ch.42-I (uA),Ch.43-I (uA),Ch.44-I (uA),Ch.45-I (uA),Ch.46-I (uA),Ch.47-I (uA),Ch.48-I (uA),Ch.49-I (uA),Ch.50-I (uA),Ch.51-I (uA),Ch.52-I (uA),Ch.53-I (uA),Ch.54-I (uA),Ch.55-I (uA),Ch.56-I (uA),Ch.57-I (uA),Ch.58-I (uA),Ch.59-I (uA),Ch.60-I (uA),Ch.61-I (uA),Ch.62-I (uA),Ch.63-I (uA),Ch.64-I (uA)
1,0.00430388888888889,3.0025,2.40796375,2.99889064,2.703427195,330.235722340041,243.088314707567,657.067098752465,527.369629309757,661.503354102615,160.705313061883,657.615479205082,667.275525366757,257.56674731741,423.24283314852,471.069949544697,707.748756585723,685.258874008019,568.243057145403,688.297235392764,717.658089584016,389.082726702013,652.763350164579,831.954066859068,258.264296241666,840.584683154836,812.259472653776,395.556483612973,610.469634887052,484.444934931077,671.787756320443,122.894532161107,620.114257055388,295.629615565208,665.871915448498,363.61767770709,160.554114373956,371.116091956011,399.41351881254,437.806249253498,387.541251052319,405.785093993685,508.89524442209,304.963771716441,453.420502182621,6.26499760011781,207.850964528417,441.73215883575,330.020887139032,324.471805402334,208.909161614654,378.076482708862,160.094862722227,153.928923033474,95.5322971031204,252.962166233662,422.127755838104,114.660667695841,210.02991949846,188.797610821375,386.208594193369,188.204595797744,148.314877678921,193.3454525463,130.104758718644,275.975617168132,115.044333076397,191.358041416582,103.472608635625
1,0.0251536111111111,3.0025,3.00120401,3.00124335,3.00122368,5.98507663921104,4.69037897256439,5.27450169926316,7.5228246040556,6.86075138760603,4.11325472490123,6.28067639976578,11.8308682578644,9.41817461628994,6.96206316611711,7.87598293765144,6.88951979948253,9.27892048633579,6.34232067436502,8.31047474488198,9.75523322388744,7.00849046207462,11.918789585145,10.4266710016095,5.48494289754436,8.3677620244515,10.7766445719582,3.54465352992231,9.28332770574185,9.20782242262006,10.7006789105958,2.66265002430443,6.23251402217328,6.66077661413916,6.87296726951385,6.71286114942,3.39192277081889,7.43042317422415,7.63936574401495,7.65474351421917,10.4228176728488,6.01650657015231,9.60674483353106,7.82609341610783,11.8963946245038,1.59259386964641,7.03553661654405,11.0699883257306,9.47588717669067,14.1874124759479,7.65773129471413,12.5607164149492,7.28207921687579,10.4757379803164,4.74250032947456,7.40239455537621,16.0331174010633,5.47504839613069,7.78561296335947,7.13749692277749,15.3034552408469,9.43476738167631,6.28825805371399,8.18503050316468,6.39860712961036,14.2766553554119,5.58706620150592,9.06336396183968,5.7816865946191
1,0.0459975,3.00375,3.00254202,3.00257111,3.002556565,4.04076448032802,2.67593565577689,2.65218123774845,3.18061588047625,2.75650362003833,1.92045446502231,3.05117419145817,5.26689925791146,4.74647364715283,3.89263257734757,3.66133476767975,3.30090915074689,3.73409018904306,3.18676938057554,3.44193401261779,4.3839513750741,3.507769313135,5.55041448531552,5.41208830043384,2.81706966841032,3.73321679513385,4.45586398032679,1.58590144416309,3.89395243854973,5.31566584135529,6.30615876881616,1.33287306565572,3.13065548930011,2.75549462618219,3.3992913885816,2.9564663144113,1.56943411517355,3.92148733275715,3.63026927023486,3.10207349265464,4.48957165775577,2.81071678158075,3.82667844797646,3.527624304875,5.732459665954,1.38710893277086,3.44313019954831,5.06923837771248,4.22300117083662,6.08991464970619,3.65144648540522,5.35201648615428,3.65414121697001,7.6067303572235,2.32191862454592,3.14806018488284,6.56596731047302,2.75260796946496,3.13566553680676,2.89787528393882,6.74229852498965,5.59559287620277,2.92327054023474,3.59522752892239,3.09990676444163,6.12143369002523,2.74219105411175,4.00059167706585,2.69999036418754
1,0.0668575,3.00625,3.00508356,3.00510192,3.00509274,3.26368876843154,2.05695241071824,1.86049955878995,2.02677495720885,1.74712070996536,1.30071819685197,2.08185176890027,3.4873035131196,3.43522868523378,2.95885585757276,2.51477247780096,2.25855002723521,2.23170437013313,2.1987070681149,2.10576927832699,2.8035903019932,2.33514101183069,3.70239599140233,3.68137271673212,2.13780070915037,2.4950072391192,2.75475008329499,1.03807794978401,2.3330629342791,4.32507626476863,4.77814519835326,0.913408724303613,2.14111262777957,1.63091804920572,2.28517865183661,1.8864958674663,0.972015970944179,2.85280547713751,2.52491965336007,1.81612021817921,2.79721165077892,1.86943621342133,2.2947956326101,2.16311505189081,3.81099913517691,1.2185911897757,2.28608847877305,3.41531201161838,2.67913660329485,3.62093151555373,2.28686542951905,3.32317651195899,2.40901394457895,6.69001114497303,1.59986133523482,2.02315204109261,3.8865596204546,1.82878969909522,1.84866241032161,1.73778590977192,4.21953789813499,4.81726594061739,1.98469433224462,2.24037964266487,2.11248869527022,3.67959558176677,1.92943141877593,2.55647237957032,1.82069501911023
1,0.0877152777777778,3.00875,3.00635099,3.00637197,3.00636148,2.83625104947248,1.75459910253733,1.48381472973784,1.48108863988204,1.25242087750168,0.986400899550824,1.58567702645435,2.6625362152049,2.7046515770523,2.4679472205897,1.95411414681883,1.74758649979801,1.54227330843536,1.76184374230827,1.48480741437571,2.04627592280812,1.83326483048355,2.70497910927878,2.76520748333198,1.75987862581178,1.87396366058582,1.93792959886383,0.79615824318886,1.51297159869258,3.98608248584454,3.94786544213519,0.713249625935228,1.64370422692375,1.11585691916959,1.73387958694688,1.33568400626969,0.716505343803702,2.34102757716026,1.99920304287964,1.39308031489186,1.98315476994865,1.39728115989039,1.59641883939912,1.51814508533994,2.91412434521957,1.13717875151952,1.72660551853367,2.63262930898993,1.94019799475893,2.42777503214263,1.60645017418224,2.366638325919,1.76864826670817,6.16055532689455,1.25810627681026,1.49671715847417,2.60137689471531,1.33092684410908,1.24431652281497,1.25343055889052,2.97381782842243,4.69738992030238,1.55759854499349,1.61963198895084,1.64829218606995,2.50315404215876,1.56131306650745,1.8869593905775,1.38865837145219
1,0.108568333333333,3.01,3.00882602,3.00884461,3.008835315,2.56377832474509,1.54973219633504,1.26218813339824,1.21859435373477,1.01199731334889,0.848762151446578,1.32716388987595,2.25731256599782,2.2731899671424,2.200366378745,1.71234953693606,1.49712887713483,1.19612386685584,1.50279036931679,1.1835862961183,1.62548752882442,1.56189642574979,2.12604064959554,2.26406385610968,1.56942353809826,1.57450602673146,1.5219289416951,0.635465416451415,1.13935721526902,3.97661158821344,3.33569311620384,0.559349659488391,1.33784191455216,0.809330398298498,1.43708813455172,1.08436148925609,0.572421922689228,2.04300159810995,1.72131638985943,1.12911972471355,1.56497303180433,1.15727031042168,1.22987750427712,1.14693461651483,2.52167597223001,1.11079731250395,1.43250165984754,2.25428548465594,1.54873947919738,1.80391482086833,1.21764803773489,1.86180589437158,1.3927922797932,6.09712492617459,1.06759969597445,1.22581738454216,1.96182518649601,1.04726531959335,0.944205113107721,1.013819358729,2.31169267633572,4.85918599302651,1.35403520329817,1.30911567437516,1.38145235676989,1.89873311802108,1.36726927131728,1.5531931965082,1.21894097954955
1,0.129419444444444,3.0125,3.01134038,3.01135397,3.011347175,2.31313003387443,1.41921277799553,1.15763263288826,1.08183361978041,0.872060980497949,0.747638719543746,1.17336842272704,2.05016545587775,1.97685076469359,1.95293623683602,1.56510679932668,1.35006130298813,1.00944894869581,1.36306027451079,1.0120074608993,1.37793626104301,1.36948448201602,1.79894616798538,1.95359017094675,1.44709245546942,1.36629789709713,1.29257585392551,0.551429967307403,0.924651544030631,4.02858083338869,3.1185359524206,0.413237056127513,1.15726474931193,0.648558385316654,1.24851920789754,0.923938705398791,0.501308745941773,1.89608787710306,1.55544919290541,0.949191830993635,1.30536867607069,0.995136920701374,1.07259100066465,0.920574205566428,2.17608681381166,1.23742369606319,1.23410832735666,2.02555453245636,1.31311598017996,1.44368653027876,0.980289758544528,1.55798871941569,1.15580521254942,6.17323790003615,0.957961649783196,1.07528235422241,1.58985550390353,0.850404223022199,0.765877869648011,0.881274735396148,1.92671878605918,5.09054568957469,1.22204460218471,1.12159254077481,1.21523708989364,1.54017896027926,1.24289989809334,1.3400948811558,1.19462733391072
1,0.150271388888889,3.015,3.01258755,3.01260495,3.01259625,2.15435494962317,1.3122492464724,1.03787424705515,0.931270687265037,0.782937766565888,0.681784938404033,1.07366037518619,1.80944828836944,1.70609889447286,1.79235665906027,1.41796619884172,1.20016191729611,0.825884935572812,1.23311294015669,0.83892204151433,1.19213074553158,1.20586791445857,1.51314395772768,1.70923308466549,1.33740990266947,1.23912782007905,1.09288657137921,0.492858251773026,0.762014933318204,4.16480042484281,3.03499695956071,0.339879469418161,1.00258876584944,0.5041545820152,1.09503029368844,0.80976664154385,0.428583314815924,1.72039939195122,1.3913222150245,0.773151505950727,1.09051234658601,0.878148878604851,0.89895573368211,0.76282339040375,1.91005348821772,1.71823120905056,1.09107351348273,1.82328433650978,1.12063505047909,1.14025702189533,0.797739473237352,1.3110320583808,0.983954133143946,6.08996098201325,0.858683887212921,0.947942118489318,1.26927584159987,0.7019360384685,0.618529087009248,0.785315620186937,1.62185049422931,5.23069373307689,1.1279088453438,0.970330089915947,1.08386786188645,1.24418347531882,1.14084377722064,1.17751951286708,1.09618965094808
